Date,Open,High,Low,Close,Adj Close,Volume
2009-10-27,73.300003,75.000000,73.300003,74.910004,58.233643,30342500
2009-10-28,74.519997,74.959999,73.839996,73.839996,57.401833,26345700
2009-10-29,72.570000,74.000000,72.099998,73.959999,57.495110,30048500
2009-10-30,73.370003,73.820000,71.050003,71.669998,55.714924,32175900
2009-11-02,72.050003,72.849998,71.160004,72.150002,56.088058,20425900
2009-11-03,71.320000,72.300003,71.160004,71.739998,55.769333,20550500
2009-11-04,72.070000,72.529999,71.040001,71.300003,55.427299,22792700
2009-11-05,71.949997,72.750000,71.580002,72.500000,56.360149,16235600
2009-11-06,71.820000,72.690002,71.500000,72.580002,56.422340,18185000
2009-11-09,72.959999,73.169998,72.449997,72.849998,56.961838,16809400
2009-11-10,72.459999,73.230003,72.449997,72.610001,56.774185,15696600
2009-11-11,73.040001,73.430000,72.529999,72.910004,57.008774,14397900
2009-11-12,72.680000,73.050003,71.709999,71.900002,56.219021,16587600
2009-11-13,72.050003,73.160004,71.730003,72.470001,56.664719,14461600
2009-11-16,73.650002,74.669998,73.330002,74.430000,58.197258,21326200
2009-11-17,74.730003,75.160004,74.489998,75.029999,58.666431,22920700
2009-11-18,75.250000,75.400002,74.709999,75.269997,58.854073,16645700
2009-11-19,74.769997,74.900002,74.050003,74.650002,58.369286,17253900
2009-11-20,74.379997,74.809998,74.029999,74.379997,58.158165,19269900
2009-11-23,75.440002,75.959999,75.320000,75.699997,59.190281,18947100
2009-11-24,75.699997,75.989998,74.800003,75.970001,59.401398,17120900
2009-11-25,76.000000,76.540001,75.660004,76.470001,59.792351,13269200
2009-11-27,74.650002,75.379997,74.349998,74.870003,58.541302,12105300
2009-11-30,74.489998,75.349998,74.349998,75.070000,58.697666,21436400
2009-12-01,76.000000,76.239998,75.290001,76.040001,59.456142,17375700
2009-12-02,75.970001,76.300003,75.349998,75.790001,59.260624,14786900
2009-12-03,75.580002,75.760002,74.910004,74.989998,58.635120,17852600
2009-12-04,75.690002,75.970001,73.910004,74.250000,58.056522,23700900
2009-12-07,73.949997,74.720001,73.589996,73.769997,57.681194,17835600
2009-12-08,73.470001,73.500000,72.410004,72.949997,57.040047,18492900
2009-12-09,73.000000,73.550003,72.099998,72.790001,56.914940,17228500
2009-12-10,73.320000,73.559998,72.209999,72.400002,56.609970,23423700
2009-12-11,72.889999,73.150002,72.320000,72.830002,56.946209,17128300
2009-12-14,70.800003,71.300003,69.279999,69.690002,54.491028,91458900
2009-12-15,69.970001,70.110001,68.820000,69.169998,54.084435,54419600
2009-12-16,69.580002,69.599998,68.419998,68.430000,53.505829,57711800
2009-12-17,68.360001,68.860001,68.129997,68.220001,53.341621,46627000
2009-12-18,68.559998,68.800003,67.639999,68.209999,53.333809,62989400
2009-12-21,68.470001,68.750000,68.220001,68.510002,53.568378,34470100
2009-12-22,68.620003,69.209999,68.500000,68.570000,53.615307,27941800
2009-12-23,68.750000,68.779999,68.199997,68.260002,53.372890,18958900
2009-12-24,68.349998,68.750000,68.160004,68.660004,53.685650,8149200
2009-12-28,69.080002,69.120003,68.739998,69.080002,54.014065,19694600
2009-12-29,69.279999,69.400002,68.800003,68.839996,53.826405,19985700
2009-12-30,68.709999,68.959999,68.389999,68.769997,53.771664,19860600
2009-12-31,68.839996,68.860001,68.110001,68.190002,53.318165,18852300
2010-01-04,68.720001,69.260002,68.190002,69.150002,54.068794,27809100
2010-01-05,69.190002,69.449997,68.800003,69.419998,54.279907,30174700
2010-01-06,69.449997,70.599998,69.339996,70.019997,54.749043,35044700
2010-01-07,69.900002,70.059998,69.419998,69.800003,54.577045,27192100
2010-01-08,69.690002,69.750000,69.220001,69.519997,54.358093,24891800
2010-01-11,69.940002,70.519997,69.650002,70.300003,54.967983,30685000
2010-01-12,69.720001,69.989998,69.519997,69.949997,54.694321,31496700
2010-01-13,69.959999,70.040001,69.260002,69.669998,54.475391,24884400
2010-01-14,69.540001,69.739998,69.349998,69.680000,54.483204,18630800
2010-01-15,69.650002,69.690002,68.650002,69.110001,54.037533,29411900
2010-01-19,68.739998,69.349998,68.419998,69.269997,54.162628,26081900
2010-01-20,68.559998,68.660004,67.930000,68.029999,53.193066,34629500
2010-01-21,68.120003,68.150002,66.500000,66.699997,52.153130,39114000
2010-01-22,66.519997,67.139999,66.000000,66.099998,51.683975,39085500
2010-01-25,66.550003,66.760002,65.690002,65.849998,51.488499,29305100
2010-01-26,65.639999,66.739998,65.500000,65.919998,51.543240,34083300
2010-01-27,65.660004,66.059998,65.000000,65.540001,51.246109,35723500
2010-01-28,65.849998,65.849998,64.570000,64.959999,50.792614,37349800
2010-01-29,65.150002,65.820000,64.019997,64.430000,50.378212,40880500
2010-02-01,65.769997,66.410004,65.349998,66.180000,51.746536,37703000
2010-02-02,66.730003,67.120003,66.470001,66.959999,52.356422,34057900
2010-02-03,66.879997,67.230003,66.559998,66.599998,52.074936,24024700
2010-02-04,66.269997,66.349998,64.680000,64.720001,50.604954,33858200
2010-02-05,64.699997,64.900002,63.560001,64.800003,50.667507,42297500
2010-02-08,64.910004,65.489998,64.339996,64.349998,50.643894,30519400
2010-02-09,65.110001,65.709999,64.559998,65.199997,51.312836,36243300
2010-02-10,65.080002,65.220001,64.160004,64.849998,51.037392,21699100
2010-02-11,64.690002,65.480003,64.410004,65.239998,51.344322,23555200
2010-02-12,64.620003,65.139999,64.279999,64.800003,50.998055,30636200
2010-02-16,65.440002,66.379997,65.080002,66.279999,52.162811,30514900
2010-02-17,66.339996,66.449997,65.570000,65.760002,51.753563,21821800
2010-02-18,65.800003,66.089996,65.349998,65.959999,51.910984,22536700
2010-02-19,65.589996,66.239998,65.430000,65.870003,51.840137,24264600
2010-02-22,66.099998,66.120003,65.250000,65.400002,51.470257,20469700
2010-02-23,65.260002,65.559998,64.150002,64.940002,51.108234,33372900
2010-02-24,65.010002,65.870003,64.769997,65.550003,51.588310,21469600
2010-02-25,64.610001,65.169998,64.370003,65.139999,51.265636,25668800
2010-02-26,65.260002,65.400002,64.919998,65.000000,51.155453,20129700
2010-03-01,65.360001,65.540001,65.089996,65.400002,51.470257,18798600
2010-03-02,65.660004,65.790001,65.150002,65.489998,51.541077,24823900
2010-03-03,65.769997,65.970001,65.379997,65.430000,51.493858,22279800
2010-03-04,65.349998,65.629997,65.080002,65.400002,51.470257,21961100
2010-03-05,65.959999,66.519997,65.779999,66.470001,52.312355,26837900
2010-03-08,66.769997,66.790001,66.230003,66.480003,52.320229,20297200
2010-03-09,66.320000,67.190002,66.220001,66.779999,52.556320,29003100
2010-03-10,67.160004,67.419998,66.779999,67.220001,52.902607,24810300
2010-03-11,67.389999,67.559998,66.980003,67.220001,52.902607,19357400
2010-03-12,67.580002,67.580002,66.500000,66.800003,52.572056,23361800
2010-03-15,66.669998,66.690002,65.900002,66.300003,52.178566,22070000
2010-03-16,66.550003,66.680000,66.000000,66.570000,52.391052,35103700
2010-03-17,66.910004,67.790001,66.800003,67.360001,53.012783,38770000
2010-03-18,67.500000,67.739998,67.010002,67.389999,53.036396,25925500
2010-03-19,67.040001,67.889999,66.430000,67.040001,52.760944,45564200
2010-03-22,66.489998,67.199997,66.320000,66.970001,52.705853,21390600
2010-03-23,66.940002,66.980003,66.449997,66.949997,52.690113,24754700
2010-03-24,66.570000,66.860001,66.230003,66.500000,52.335964,19748800
2010-03-25,66.809998,66.919998,66.239998,66.300003,52.178566,21095600
2010-03-26,66.440002,66.879997,66.169998,66.540001,52.367447,30553400
2010-03-29,66.660004,67.480003,66.589996,67.300003,52.965569,26122200
2010-03-30,67.190002,67.300003,66.790001,67.050003,52.768810,17745900
2010-03-31,66.940002,67.190002,66.599998,66.980003,52.713722,22352500
2010-04-01,67.269997,67.800003,67.190002,67.610001,53.209538,19614700
2010-04-05,67.839996,68.360001,67.720001,68.190002,53.666012,20901100
2010-04-06,67.989998,68.349998,67.800003,67.900002,53.437778,19776800
2010-04-07,67.830002,67.849998,66.970001,67.339996,52.997044,24531500
2010-04-08,67.010002,68.220001,66.849998,67.860001,53.406281,24060800
2010-04-09,68.110001,68.980003,68.070000,68.760002,54.114601,21099600
2010-04-12,68.800003,69.050003,68.580002,68.709999,54.075241,18170300
2010-04-13,68.470001,68.760002,68.070000,68.660004,54.035892,19177100
2010-04-14,68.720001,68.820000,68.360001,68.610001,53.996540,18777800
2010-04-15,68.500000,68.720001,68.150002,68.260002,53.721088,16712900
2010-04-16,68.120003,68.699997,67.709999,67.930000,53.461391,33855100
2010-04-19,67.750000,68.440002,67.570000,68.230003,53.697472,25686000
2010-04-20,68.620003,69.220001,68.500000,68.970001,54.279873,22989500
2010-04-21,69.000000,69.430000,68.570000,68.919998,54.240505,21119200
2010-04-22,68.519997,68.730003,68.220001,68.559998,53.957188,21654700
2010-04-23,68.500000,69.269997,68.180000,69.239998,54.492352,24340000
2010-04-26,69.029999,69.529999,68.930000,69.290001,54.531704,18237100
2010-04-27,69.010002,70.000000,68.199997,68.269997,53.728951,36374700
2010-04-28,68.870003,69.540001,68.610001,69.190002,54.453014,33243500
2010-04-29,68.449997,69.660004,68.239998,68.660004,54.035892,47200900
2010-04-30,68.900002,69.309998,67.730003,67.769997,53.335453,43762100
2010-05-03,68.110001,68.220001,67.180000,67.839996,53.390549,30734900
2010-05-04,67.150002,67.260002,66.000000,66.470001,52.312355,31646100
2010-05-05,65.940002,66.940002,65.830002,66.169998,52.076244,30260300
2010-05-06,65.790001,66.230003,58.459999,63.889999,50.281872,58336300
2010-05-07,64.500000,64.919998,63.230000,63.700001,50.132336,69004800
2010-05-10,65.419998,65.750000,64.519997,65.230003,51.336468,38337600
2010-05-11,64.620003,65.000000,64.230003,64.459999,51.074982,29790600
2010-05-12,64.639999,65.339996,64.500000,64.910004,51.431541,25390700
2010-05-13,64.870003,65.269997,64.320000,64.739998,51.296837,26791600
2010-05-14,64.500000,64.730003,62.910000,63.599998,50.393559,38815400
2010-05-17,63.740002,63.880001,62.259998,63.270000,50.132092,31923700
2010-05-18,64.050003,64.269997,62.419998,62.790001,49.751759,34457000
2010-05-19,62.459999,62.939999,62.000000,62.450001,49.482349,36722500
2010-05-20,61.470001,61.680000,60.209999,60.330002,47.802574,57194500
2010-05-21,59.160000,60.950001,59.160000,60.880001,48.238365,52802900
2010-05-24,60.740002,61.000000,60.130001,60.189999,47.691635,27847800
2010-05-25,58.990002,59.779999,58.459999,59.709999,47.311317,50533800
2010-05-26,60.080002,60.459999,59.119999,59.310001,46.994373,34028900
2010-05-27,60.500000,61.549999,60.099998,61.459999,48.697929,31911500
2010-05-28,61.209999,61.669998,60.279999,60.459999,47.905571,32078700
2010-06-01,60.380001,60.860001,59.139999,59.250000,46.946838,32972000
2010-06-02,59.509998,60.799999,59.230000,60.770000,48.151211,28668400
2010-06-03,61.230000,62.009998,60.599998,61.560001,48.777164,32383700
2010-06-04,60.740002,61.049999,59.290001,59.529999,47.168705,45019200
2010-06-07,59.980000,60.410000,59.200001,59.299999,46.986446,28389500
2010-06-08,59.619999,61.439999,59.380001,61.240002,48.523613,48460700
2010-06-09,61.580002,61.599998,59.820000,60.029999,47.564865,31693200
2010-06-10,61.500000,62.000000,61.160000,61.889999,49.038643,33020100
2010-06-11,61.680000,61.919998,61.180000,61.860001,49.014874,21227100
2010-06-14,62.060001,62.459999,61.320000,61.369999,48.626606,24667800
2010-06-15,61.889999,62.570000,61.490002,62.509998,49.529900,24532600
2010-06-16,61.970001,62.619999,61.900002,62.509998,49.529900,20652700
2010-06-17,62.419998,62.700001,61.950001,62.599998,49.601215,23310200
2010-06-18,62.779999,63.369999,62.400002,63.099998,49.997387,32747000
2010-06-21,64.099998,64.500000,62.849998,63.130001,50.021160,24877600
2010-06-22,63.130001,63.200001,61.790001,61.939999,49.078255,26147000
2010-06-23,61.709999,62.259998,60.900002,61.099998,48.412674,38058900
2010-06-24,60.820000,61.200001,59.869999,60.070000,47.596561,34188500
2010-06-25,60.150002,60.240002,59.099998,59.099998,46.827980,118023500
2010-06-28,59.310001,59.389999,58.470001,58.470001,46.328808,43013000
2010-06-29,58.000000,58.090000,57.000000,57.290001,45.393829,52525000
2010-06-30,57.330002,57.730000,56.919998,57.070000,45.219513,43944900
2010-07-01,56.980000,57.270000,56.169998,56.610001,44.855022,47746400
2010-07-02,56.849998,56.990002,55.939999,56.570000,44.823326,32767900
2010-07-06,57.169998,57.590000,56.770000,57.459999,45.528522,36912100
2010-07-07,57.369999,58.450001,57.259998,58.430000,46.297108,41797200
2010-07-08,59.130001,59.200001,58.130001,58.810001,46.598206,40430300
2010-07-09,58.759998,59.009998,58.299999,58.779999,46.574436,25976500
2010-07-12,58.290001,58.939999,58.200001,58.939999,46.701195,23515000
2010-07-13,59.599998,59.720001,59.040001,59.419998,47.081528,30514200
2010-07-14,59.220001,59.340000,58.619999,59.259998,46.954750,26061100
2010-07-15,59.360001,59.490002,58.590000,59.270000,46.962685,24737300
2010-07-16,58.840000,59.110001,57.810001,57.959999,45.924683,35805700
2010-07-19,58.330002,58.740002,58.099998,58.430000,46.297108,20960000
2010-07-20,57.680000,58.990002,57.669998,58.950001,46.709126,23807300
2010-07-21,59.130001,59.130001,57.599998,58.169998,46.091080,26859700
2010-07-22,58.709999,59.790001,58.660000,59.380001,47.049831,27051400
2010-07-23,59.259998,59.810001,58.799999,59.720001,47.319237,19281400
2010-07-26,59.700001,60.439999,59.630001,60.389999,47.850121,20236500
2010-07-27,60.619999,60.900002,60.389999,60.810001,48.182899,22400800
2010-07-28,60.730000,61.270000,60.730000,60.910000,48.262135,23511100
2010-07-29,61.419998,61.880001,60.290001,60.340000,47.810497,33763000
2010-07-30,60.150002,60.509998,59.599998,59.680000,47.287560,29354600
2010-08-02,60.639999,62.040001,60.610001,61.939999,49.078255,28144000
2010-08-03,61.980000,62.990002,61.880001,62.720001,49.696301,31075800
2010-08-04,62.860001,62.889999,62.270000,62.720001,49.696301,21033800
2010-08-05,62.279999,62.709999,61.849998,62.709999,49.688374,19985300
2010-08-06,61.919998,62.500000,61.250000,61.970001,49.102028,23097300
2010-08-09,62.560001,62.669998,62.180000,62.450001,49.482349,14731300
2010-08-10,61.849998,62.169998,61.450001,61.930000,49.070332,23188500
2010-08-11,60.549999,60.660000,60.200001,60.389999,48.192513,24281300
2010-08-12,59.700001,60.560001,59.560001,60.230000,48.064823,16951300
2010-08-13,59.959999,60.450001,59.799999,59.910000,47.809460,14651300
2010-08-16,59.599998,60.250000,59.250000,59.880001,47.785519,14301100
2010-08-17,60.490002,61.160000,60.139999,60.820000,48.535664,20122200
2010-08-18,60.669998,60.720001,59.630001,60.150002,48.000984,20071500
2010-08-19,59.930000,60.060001,58.900002,59.290001,47.314690,21174500
2010-08-20,59.020000,59.070000,58.549999,58.889999,46.995491,21008800
2010-08-23,58.970001,60.049999,58.900002,59.500000,47.482277,21337700
2010-08-24,58.959999,59.450001,58.790001,58.939999,47.035378,25679100
2010-08-25,58.689999,59.400002,58.419998,58.910000,47.011440,20944000
2010-08-26,59.360001,59.500000,58.330002,58.480000,46.668293,22320900
2010-08-27,58.720001,59.959999,58.049999,59.799999,47.721684,28279500
2010-08-30,59.560001,59.900002,58.959999,59.000000,47.083263,16265100
2010-08-31,58.750000,59.540001,58.500000,59.110001,47.171051,26985400
2010-09-01,60.040001,60.959999,59.720001,60.910000,48.607483,26286200
2010-09-02,60.490002,61.060001,60.369999,61.060001,48.727184,18662600
2010-09-03,61.200001,61.599998,60.750000,61.320000,48.934669,21982900
2010-09-07,60.889999,61.070000,60.450001,60.549999,48.320187,19435700
2010-09-08,60.660000,61.259998,60.630001,60.750000,48.479797,17380600
2010-09-09,61.500000,61.590000,60.910000,61.049999,48.719204,16525200
2010-09-10,61.380001,61.480000,60.950001,61.200001,48.838909,14488400
2010-09-13,61.389999,61.520000,60.540001,61.000000,48.679306,23141800
2010-09-14,60.840000,61.340000,60.750000,61.009998,48.687286,17977500
2010-09-15,60.759998,61.029999,60.360001,61.000000,48.679306,18769900
2010-09-16,60.849998,60.990002,60.450001,60.970001,48.655361,16432500
2010-09-17,61.189999,61.299999,60.630001,60.779999,48.503742,26447200
2010-09-20,61.040001,61.820000,60.950001,61.549999,49.118217,21788100
2010-09-21,61.650002,61.900002,61.250000,61.540001,49.110241,20525200
2010-09-22,61.560001,62.000000,61.410000,61.450001,49.038410,18207700
2010-09-23,60.990002,61.570000,60.900002,61.150002,48.799019,18097800
2010-09-24,61.509998,62.130001,61.360001,61.750000,49.277821,25145300
2010-09-27,61.990002,62.080002,61.680000,61.709999,49.245892,16642800
2010-09-28,61.630001,62.259998,61.270000,62.060001,49.525208,18806700
2010-09-29,61.770000,62.020000,61.270000,61.590000,49.150146,21158000
2010-09-30,61.950001,62.439999,61.470001,61.790001,49.309746,25460200
2010-10-01,62.320000,62.580002,61.799999,62.540001,49.908257,24160200
2010-10-04,62.520000,62.730000,61.840000,62.189999,49.628948,16902500
2010-10-05,62.590000,63.400002,62.430000,63.259998,50.482834,25185400
2010-10-06,63.180000,63.939999,63.180000,63.939999,51.025497,21645200
2010-10-07,63.959999,64.000000,63.369999,63.849998,50.953648,19468400
2010-10-08,63.810001,64.529999,63.630001,64.379997,51.376614,22370500
2010-10-11,64.360001,64.809998,64.309998,64.550003,51.512287,13848900
2010-10-12,64.309998,64.889999,63.930000,64.699997,51.631977,20732000
2010-10-13,64.839996,65.290001,64.570000,65.040001,51.903313,22560500
2010-10-14,65.050003,65.449997,64.870003,65.300003,52.110794,17778100
2010-10-15,65.639999,65.650002,64.820000,65.190002,52.023018,25500700
2010-10-18,65.190002,66.540001,65.029999,66.279999,52.892857,22481700
2010-10-19,65.589996,66.040001,64.589996,65.120003,51.967159,25367400
2010-10-20,65.470001,66.389999,65.349998,66.010002,52.677387,20543900
2010-10-21,66.290001,66.800003,65.650002,66.320000,52.924786,21291200
2010-10-22,66.510002,66.550003,66.129997,66.339996,52.940746,13332800
2010-10-25,66.680000,66.809998,66.160004,66.199997,52.829006,16516600
2010-10-26,65.959999,66.570000,65.809998,66.529999,53.092354,17652900
2010-10-27,65.949997,65.989998,65.089996,65.669998,52.406063,23358900
